3,1,1716.5,364.89,128.96,388.88,1,-1,-1,-1
4,1,1716.5,364.89,128.96,388.88,1,-1,-1,-1
5,1,1716.5,364.89,128.96,388.88,1,-1,-1,-1
6,1,1721.1,382.17,122.76,370.19,1,-1,-1,-1
7,1,1718.1,370.9,126.8,382.38,1,-1,-1,-1
8,1,1717.1,367.05,128.18,386.55,1,-1,-1,-1
8,7,276.42,443.15,89.5,270.62,1,-1,-1,-1
9,1,1704.5,381.98,122.82,370.39,1,-1,-1,-1
9,7,275.75,445.5,86.48,261.49,1,-1,-1,-1
10,1,1699.8,387.56,120.82,364.35,1,-1,-1,-1
10,7,275.48,446.45,85.27,257.81,1,-1,-1,-1
11,1,1692.7,390.73,126.04,380.11,1,-1,-1,-1
11,7,275.39,446.77,84.86,256.57,1,-1,-1,-1
11,9,1308,460.25,60.74,184.26,1,-1,-1,-1
11,10,1281,545,39,119,1,-1,-1,-1
12,1,1696.7,373.41,134.09,404.36,1,-1,-1,-1
12,7,275.35,446.92,84.67,256,1,-1,-1,-1
12,9,1312.6,457.02,63.09,191.38,1,-1,-1,-1
12,10,1287.1,545,39,119,1,-1,-1,-1
13,1,1698.3,366.82,137.12,413.49,1,-1,-1,-1
13,9,1311.6,459.47,67.17,203.75,1,-1,-1,-1
13,10,1289.1,545,39,119,1,-1,-1,-1
14,1,1699,364.22,138.27,416.95,1,-1,-1,-1
14,9,1311.2,460.34,68.57,207.99,1,-1,-1,-1
14,10,1289.6,545,39,119,1,-1,-1,-1
15,1,1693,364.38,132.59,399.8,1,-1,-1,-1
15,9,1313.2,466.25,65.88,199.81,1,-1,-1,-1
15,10,1289.7,545,39,119,1,-1,-1,-1
16,1,1690.7,364.49,130.32,392.96,1,-1,-1,-1
16,9,1311.6,462.79,67.95,206.07,1,-1,-1,-1
16,10,1288.4,542.36,40.95,124.94,1,-1,-1,-1
17,1,1679.2,380.64,123.69,373,1,-1,-1,-1
17,9,1311,461.54,68.67,208.25,1,-1,-1,-1
17,10,1289.3,541.9,41.28,125.96,1,-1,-1,-1
18,1,1674.9,386.74,121.19,365.47,1,-1,-1,-1
18,9,1310.8,461.04,68.91,208.94,1,-1,-1,-1
18,10,1288.1,535.57,44.18,134.76,1,-1,-1,-1
18,12,1807.7,440.58,59.65,181.11,1,-1,-1,-1
19,1,1672.3,371.46,132.4,399.26,1,-1,-1,-1
19,9,1310.6,460.84,68.96,209.09,1,-1,-1,-1
19,10,1294.2,541.41,40.97,124.99,1,-1,-1,-1
19,12,1807.3,441.73,63.02,191.31,1,-1,-1,-1
20,1,1671.3,366.02,136.4,411.3,1,-1,-1,-1
20,9,1311,460.97,69.67,211.24,1,-1,-1,-1
20,10,1295.5,541.02,41.19,125.64,1,-1,-1,-1
20,12,1816.1,438.41,61.05,185.32,1,-1,-1,-1
21,1,1671.1,363.87,137.96,415.99,1,-1,-1,-1
21,9,1321.4,460.75,68.98,209.13,1,-1,-1,-1
21,10,1303.3,544.09,39.51,120.52,1,-1,-1,-1
21,12,1810.5,441.1,63.28,192.07,1,-1,-1,-1
22,1,1671.1,363.06,138.53,417.69,1,-1,-1,-1
22,9,1323.8,460.71,68.89,208.85,1,-1,-1,-1
22,10,1305.3,544.09,39.5,120.5,1,-1,-1,-1
22,12,1817,438.42,61.08,185.41,1,-1,-1,-1
22,15,1,212.12,210.12,632.36,1,-1,-1,-1
23,1,1671.2,362.79,138.71,418.22,1,-1,-1,-1
23,7,309.19,446.88,84.71,256.14,1,-1,-1,-1
23,9,1324.6,460.69,68.86,208.72,1,-1,-1,-1
23,12,1819.4,437.46,60.19,182.69,1,-1,-1,-1
23,15,1,212.12,210.12,632.36,1,-1,-1,-1
24,1,1671.3,362.72,138.74,418.3,1,-1,-1,-1
24,7,313.57,458.54,77.11,233.2,1,-1,-1,-1
24,9,1324.9,460.69,68.83,208.63,1,-1,-1,-1
24,12,1820.2,437.17,59.86,181.67,1,-1,-1,-1
24,15,30.05,230.75,199.72,601.08,1,-1,-1,-1
25,1,1671.5,362.73,138.72,418.23,1,-1,-1,-1
25,7,314.99,462.51,74.52,225.4,1,-1,-1,-1
25,9,1324.9,460.68,68.81,208.54,1,-1,-1,-1
25,12,1820.5,437.1,59.73,181.27,1,-1,-1,-1
25,15,38.13,235.94,196.83,592.36,1,-1,-1,-1
26,1,1671.6,362.76,138.68,418.11,1,-1,-1,-1
26,7,323.84,452.32,81.16,245.46,1,-1,-1,-1
26,9,1324.9,460.68,68.78,208.47,1,-1,-1,-1
26,12,1821.8,436.27,59.82,181.54,1,-1,-1,-1
26,15,46.27,229.34,220.55,663.73,1,-1,-1,-1
27,1,1653.3,362.8,138.64,417.98,1,-1,-1,-1
27,7,326.93,448.76,83.48,252.48,1,-1,-1,-1
27,9,1324.8,460.67,68.77,208.4,1,-1,-1,-1
27,15,48.89,228.86,224.49,675.6,1,-1,-1,-1
28,1,1645.5,360.29,145.16,437.61,1,-1,-1,-1
28,7,330.2,448.29,83.78,253.36,1,-1,-1,-1
28,9,1324.7,460.67,68.75,208.34,1,-1,-1,-1
28,10,1313.2,544.96,39.03,119.07,1,-1,-1,-1
28,15,49.53,228.56,225.86,679.73,1,-1,-1,-1
29,1,1642.7,359.36,147.58,444.9,1,-1,-1,-1
29,9,1325.6,460.7,68.97,209,1,-1,-1,-1
29,10,1313.6,545.01,39,118.98,1,-1,-1,-1
29,15,49.45,228.35,226.27,680.94,1,-1,-1,-1
30,1,1642.6,361.55,142.01,428.1,1,-1,-1,-1
30,10,1313.7,545.03,38.99,118.95,1,-1,-1,-1
30,15,51.34,206.75,237.08,713.46,1,-1,-1,-1
31,1,1641.9,340.05,146.37,441.23,1,-1,-1,-1
31,10,1313.7,545.03,38.99,118.94,1,-1,-1,-1
31,15,79.23,219.67,230.52,693.71,1,-1,-1,-1
31,16,1791.9,329.43,148.29,446.86,1,-1,-1,-1
32,1,1641.6,332.19,147.95,445.99,1,-1,-1,-1
32,10,1313.7,545.03,38.99,118.95,1,-1,-1,-1
32,15,86.87,220.05,232.66,700.14,1,-1,-1,-1
32,16,1791,329.43,148.29,446.86,1,-1,-1,-1
33,1,1641.7,329.26,148.53,447.71,1,-1,-1,-1
33,9,1326.8,468.15,64.52,195.52,1,-1,-1,-1
33,10,1314.7,545.08,38.96,118.86,1,-1,-1,-1
33,15,120.36,213.95,215.57,648.71,1,-1,-1,-1
33,16,1791,307.4,148.29,446.86,1,-1,-1,-1
34,1,1641.8,328.26,148.71,448.24,1,-1,-1,-1
34,9,1326.8,468.85,64.07,194.17,1,-1,-1,-1
34,10,1313.5,542.04,41.2,125.68,1,-1,-1,-1
34,15,130.81,213.63,215.61,648.85,1,-1,-1,-1
34,16,1791.7,292.49,155.93,469.87,1,-1,-1,-1
35,1,1642.9,350.14,142.2,428.64,1,-1,-1,-1
35,9,1325.3,463.57,67.03,203.13,1,-1,-1,-1
35,10,1313.4,541.37,41.69,127.18,1,-1,-1,-1
35,16,1792,287.53,158.56,477.78,1,-1,-1,-1
36,1,1643.4,358.72,139.65,420.93,1,-1,-1,-1
36,9,1326.2,467.03,65.08,197.22,1,-1,-1,-1
36,10,1314.1,541.04,41.94,127.93,1,-1,-1,-1
36,15,157.6,233.96,198.79,598.25,1,-1,-1,-1
36,16,1792.2,286.09,159.45,480.47,1,-1,-1,-1
37,1,1643.7,361.88,138.7,418.09,1,-1,-1,-1
37,9,1326.6,468.38,64.31,194.89,1,-1,-1,-1
37,15,168.68,235.88,197.03,592.94,1,-1,-1,-1
37,16,1792.3,285.9,159.7,481.2,1,-1,-1,-1
38,1,1643.8,363.03,138.36,417.05,1,-1,-1,-1
38,9,1325.1,463.39,67.11,203.39,1,-1,-1,-1
38,10,1313.3,541.04,41.94,127.9,1,-1,-1,-1
38,16,1792.4,286.12,159.71,481.25,1,-1,-1,-1
39,1,1647.6,396.72,126.31,380.75,1,-1,-1,-1
39,9,1324.6,461.55,68.15,206.51,1,-1,-1,-1
39,10,1313.9,540.78,42.13,128.51,1,-1,-1,-1
39,16,1792.5,286.43,159.66,481.08,1,-1,-1,-1
40,1,1641.1,394.17,127.66,384.85,1,-1,-1,-1
40,9,1324.4,460.84,68.54,207.69,1,-1,-1,-1
40,10,1319.6,544.04,39.72,121.16,1,-1,-1,-1
40,16,1786.9,277.67,167.2,503.78,1,-1,-1,-1
41,1,1622.1,372.06,141.04,425.16,1,-1,-1,-1
41,9,1333.5,460.59,68.68,208.12,1,-1,-1,-1
41,10,1320.9,544.73,39.21,119.62,1,-1,-1,-1
41,15,272.24,274.43,195.6,588.66,1,-1,-1,-1
41,16,1784.8,274.52,169.97,512.12,1,-1,-1,-1
42,1,1631.3,384.33,133.53,402.53,1,-1,-1,-1
42,9,1337,460.51,68.73,208.25,1,-1,-1,-1
42,10,1315.9,542.4,40.94,124.86,1,-1,-1,-1
42,15,277.69,243.39,215.69,649.11,1,-1,-1,-1
42,16,1789.7,282.41,163.49,492.59,1,-1,-1,-1
43,1,1635.4,389.34,130.39,393.08,1,-1,-1,-1
43,9,1338.2,460.49,68.74,208.27,1,-1,-1,-1
43,10,1316.2,542.26,41.04,125.18,1,-1,-1,-1
43,15,295.41,250.79,212.52,639.58,1,-1,-1,-1
43,16,1791.2,292.8,153.73,463.17,1,-1,-1,-1
44,1,1620.1,369.92,142.15,428.52,1,-1,-1,-1
44,9,1338.7,460.49,68.74,208.26,1,-1,-1,-1
44,15,285.78,235.88,221.13,665.46,1,-1,-1,-1
44,16,1791.8,296.86,150.01,451.97,1,-1,-1,-1
45,1,1634.8,365.46,139.96,421.92,1,-1,-1,-1
45,9,1338.8,460.51,68.73,208.23,1,-1,-1,-1
45,15,297.42,247.82,214.53,645.62,1,-1,-1,-1
45,16,1786.7,282.06,163.59,492.87,1,-1,-1,-1
46,1,1640.8,363.68,139.03,419.1,1,-1,-1,-1
46,9,1338.8,460.52,68.72,208.19,1,-1,-1,-1
46,15,324.59,255.16,193.8,583.24,1,-1,-1,-1
46,16,1790.4,285.58,161.05,485.21,1,-1,-1,-1
47,1,1622.5,360.49,145.23,437.79,1,-1,-1,-1
47,9,1338.7,460.54,68.71,208.17,1,-1,-1,-1
47,15,338.9,255.17,204.52,615.51,1,-1,-1,-1
47,16,1786.3,278.16,167.51,504.68,1,-1,-1,-1
48,1,1615.8,359.31,147.53,444.7,1,-1,-1,-1
48,9,1338.7,460.55,68.7,208.14,1,-1,-1,-1
48,15,343.83,227.52,208.15,626.44,1,-1,-1,-1
48,16,1784.8,275.44,169.91,511.87,1,-1,-1,-1
49,1,1613.2,358.9,148.39,447.28,1,-1,-1,-1
49,9,1338.6,460.56,68.69,208.11,1,-1,-1,-1
49,15,382,233.39,200.3,602.82,1,-1,-1,-1
49,16,1784.2,274.49,170.78,514.49,1,-1,-1,-1
50,1,1612.3,358.79,148.68,448.14,1,-1,-1,-1
50,9,1338.6,460.57,68.69,208.09,1,-1,-1,-1
50,10,1320.9,544.83,39.14,119.4,1,-1,-1,-1
50,15,398.16,232.47,199.71,601.06,1,-1,-1,-1
50,16,1784,274.22,171.06,515.32,1,-1,-1,-1
51,1,1604,333.71,155.74,469.4,1,-1,-1,-1
51,9,1339.2,460.44,68.77,208.35,1,-1,-1,-1
51,10,1321.1,544.99,39.02,119.03,1,-1,-1,-1
51,16,1784,274.21,171.11,515.47,1,-1,-1,-1
51,23,1544.9,144.07,221.9,667.8,1,-1,-1,-1
52,1,1601,324.31,158.38,477.32,1,-1,-1,-1
52,9,1339.6,466.97,65.09,197.19,1,-1,-1,-1
52,10,1321.2,545.04,38.98,118.91,1,-1,-1,-1
52,16,1784,274.29,171.09,515.38,1,-1,-1,-1
52,23,1537.3,133.39,226.76,682.45,1,-1,-1,-1
53,1,1588.5,345.56,152.43,459.41,1,-1,-1,-1
53,9,1338.8,462.78,67.44,204.32,1,-1,-1,-1
53,10,1321.2,545.06,38.97,118.87,1,-1,-1,-1
53,16,1771.6,263.18,179.1,539.49,1,-1,-1,-1
53,23,1538.3,134.81,226.12,680.49,1,-1,-1,-1
53,24,374.12,416.62,96.08,290.2,1,-1,-1,-1
54,1,1583.8,354.13,150.01,452.09,1,-1,-1,-1
54,9,1339.5,466.79,65.18,197.48,1,-1,-1,-1
54,10,1321.2,545.06,38.97,118.87,1,-1,-1,-1
54,16,1766.9,259.06,182.08,548.44,1,-1,-1,-1
54,23,1537.9,134.14,226.42,681.41,1,-1,-1,-1
54,24,378.76,415.17,97.13,293.36,1,-1,-1,-1
55,1,1572.6,353.21,156.14,470.54,1,-1,-1,-1
55,9,1339.9,467.27,64.92,196.69,1,-1,-1,-1
55,10,1321.2,545.05,38.97,118.88,1,-1,-1,-1
55,16,1765.2,257.56,183.18,551.73,1,-1,-1,-1
55,23,1537.8,134.11,226.44,681.46,1,-1,-1,-1
55,24,378.88,442.63,86.53,261.38,1,-1,-1,-1
56,1,1577.9,356.96,151.46,456.46,1,-1,-1,-1
56,9,1338.7,462.16,67.79,205.37,1,-1,-1,-1
56,10,1321.2,545.05,38.97,118.89,1,-1,-1,-1
56,16,1754.6,268.22,175.53,528.69,1,-1,-1,-1
56,23,1554.2,185.94,215.99,650,1,-1,-1,-1
56,24,379.16,447.33,84.74,255.98,1,-1,-1,-1
57,1,1580.3,358.46,149.55,450.7,1,-1,-1,-1
57,9,1338.9,462.02,67.87,205.62,1,-1,-1,-1
57,10,1321.1,545.04,38.97,118.9,1,-1,-1,-1
57,16,1750.6,272.51,172.46,519.44,1,-1,-1,-1
57,23,1560.4,234.67,211.98,637.93,1,-1,-1,-1
57,24,379.22,448.62,84.24,254.49,1,-1,-1,-1
58,1,1561.5,359.03,148.82,448.49,1,-1,-1,-1
58,9,1354.7,480.77,61.49,186.34,1,-1,-1,-1
58,10,1321.1,545.04,38.98,118.92,1,-1,-1,-1
58,16,1749.2,274.14,171.29,515.93,1,-1,-1,-1
58,23,1571.9,240.14,200.9,604.6,1,-1,-1,-1
58,24,377.07,440.02,93.07,281.17,1,-1,-1,-1
59,1,1564.8,355.08,155.6,468.91,1,-1,-1,-1
59,9,1349.8,476.48,60.05,181.98,1,-1,-1,-1
59,10,1321.1,545.03,38.98,118.93,1,-1,-1,-1
59,16,1748.8,274.77,170.85,514.58,1,-1,-1,-1
59,23,1574.3,250.71,198.79,598.24,1,-1,-1,-1
59,24,389.61,445.32,87.73,265.04,1,-1,-1,-1
60,1,1550.2,325.46,165.55,498.85,1,-1,-1,-1
60,9,1342.3,466.1,65.64,198.92,1,-1,-1,-1
60,10,1321.3,545.09,38.94,118.81,1,-1,-1,-1
60,16,1748.8,275.03,170.67,514.04,1,-1,-1,-1
60,24,394.54,447.24,85.55,258.46,1,-1,-1,-1
61,1,1550.5,345.88,155.18,467.61,1,-1,-1,-1
61,9,1361,478.86,61.83,187.37,1,-1,-1,-1
61,10,1321.1,545.03,38.98,118.93,1,-1,-1,-1
61,16,1734.7,263.85,178.72,538.26,1,-1,-1,-1
61,23,1577.2,241.77,195.84,589.39,1,-1,-1,-1
61,24,396.16,447.81,84.79,256.19,1,-1,-1,-1
62,1,1551.1,354.47,150.81,454.43,1,-1,-1,-1
62,9,1368.5,484.08,60.26,182.66,1,-1,-1,-1
62,10,1321.1,545.02,38.99,118.95,1,-1,-1,-1
62,15,591.94,237.1,195.95,589.77,1,-1,-1,-1
62,16,1743.4,270.79,173.73,523.26,1,-1,-1,-1
62,23,1527.2,143.51,227.05,683.3,1,-1,-1,-1
62,24,396.63,447.92,84.54,255.47,1,-1,-1,-1
63,1,1545.3,324.54,163.94,493.99,1,-1,-1,-1
63,9,1371.2,485.93,59.71,180.98,1,-1,-1,-1
63,10,1321.1,545.02,38.99,118.96,1,-1,-1,-1
63,15,620.36,251.77,186.79,562.22,1,-1,-1,-1
63,16,1732.8,262.28,179.86,541.68,1,-1,-1,-1
63,23,1513.7,116.6,248.03,746.38,1,-1,-1,-1
63,24,396.67,447.87,84.48,255.29,1,-1,-1,-1
64,1,1549.1,345.57,154.5,465.54,1,-1,-1,-1
64,9,1374,487.59,59.21,179.48,1,-1,-1,-1
64,10,1321.1,545.02,38.99,118.96,1,-1,-1,-1
64,15,629.68,256.67,183.72,553.02,1,-1,-1,-1
64,16,1729,259.17,182.1,548.43,1,-1,-1,-1
64,23,1551.5,189.48,216.84,652.54,1,-1,-1,-1
64,24,403.26,444.57,88.59,267.7,1,-1,-1,-1
65,1,1551,354.45,150.5,453.5,1,-1,-1,-1
65,10,1321,545.02,38.99,118.97,1,-1,-1,-1
65,15,636.17,244.31,191.5,576.45,1,-1,-1,-1
65,16,1727.6,258.03,182.93,550.91,1,-1,-1,-1
65,23,1568.4,221.78,202.95,610.78,1,-1,-1,-1
65,24,410.35,446.45,86.09,260.17,1,-1,-1,-1
66,1,1540.7,353.54,156.15,470.52,1,-1,-1,-1
66,9,1372.4,486.74,59.46,180.25,1,-1,-1,-1
66,10,1321,545.01,38.99,118.97,1,-1,-1,-1
66,15,640.18,223.18,203.62,612.91,1,-1,-1,-1
66,16,1731.1,243.94,191.82,577.66,1,-1,-1,-1
66,23,1525.1,138.24,228.97,689.05,1,-1,-1,-1
66,24,412.94,447.12,85.12,257.23,1,-1,-1,-1
67,1,1537,353.21,158.21,476.71,1,-1,-1,-1
67,9,1355.6,478.32,59.48,180.34,1,-1,-1,-1
67,10,1321,545.01,38.99,118.97,1,-1,-1,-1
67,15,641.32,215.17,208.22,626.75,1,-1,-1,-1
67,16,1728.6,252.17,186.67,562.14,1,-1,-1,-1
67,23,1510.4,109.77,237.84,715.72,1,-1,-1,-1
67,24,408.96,444.14,88.85,268.52,1,-1,-1,-1
68,1,1535.8,353.08,158.98,479.02,1,-1,-1,-1
68,9,1366,483.5,59.5,180.39,1,-1,-1,-1
68,10,1321,545.01,38.99,118.98,1,-1,-1,-1
68,15,664.81,228.56,200.81,604.45,1,-1,-1,-1
