3,1,100.13,546.24,82.74,249.98,1,-1,-1,-1
3,2,372.99,410.22,82.84,236.57,1,-1,-1,-1
3,3,677.82,292.00,58.35,123.78,1,-1,-1,-1
3,4,1729.82,455.02,77.20,222.42,1,-1,-1,-1
3,5,705.56,4.00,54.85,149.46,1,-1,-1,-1
3,6,685.11,203.27,82.31,119.73,1,-1,-1,-1
3,7,413.60,95.02,54.04,165.05,1,-1,-1,-1
3,8,218.44,118.72,50.84,171.77,1,-1,-1,-1
3,9,289.10,132.08,49.76,160.10,1,-1,-1,-1
3,10,1044.53,129.88,66.85,184.76,1,-1,-1,-1
3,11,1096.61,209.14,61.97,177.05,1,-1,-1,-1
3,12,793.27,147.22,61.72,176.79,1,-1,-1,-1
3,13,543.39,145.58,60.45,182.20,1,-1,-1,-1
3,14,1361.15,561.54,104.03,254.95,1,-1,-1,-1
3,15,1632.28,263.21,64.28,182.35,1,-1,-1,-1
3,16,1445.27,248.53,59.84,169.18,1,-1,-1,-1
3,17,360.83,104.00,48.80,167.46,1,-1,-1,-1
3,18,1486.38,71.78,53.24,141.91,1,-1,-1,-1
3,19,1792.36,208.47,69.35,182.90,1,-1,-1,-1
3,20,225.43,401.48,59.84,190.79,1,-1,-1,-1
3,21,909.37,128.69,52.05,164.88,1,-1,-1,-1
3,22,465.09,82.17,53.63,173.03,1,-1,-1,-1
3,23,634.83,749.98,105.13,270.61,1,-1,-1,-1
3,24,875.58,126.85,59.79,172.50,1,-1,-1,-1
3,25,1033.88,0.00,51.12,80.95,1,-1,-1,-1
3,26,1201.11,30.58,66.80,120.86,1,-1,-1,-1
3,27,536.26,61.22,52.71,170.80,1,-1,-1,-1
3,28,503.83,129.57,55.37,171.60,1,-1,-1,-1
3,29,251.15,365.49,69.70,222.04,1,-1,-1,-1
3,30,1098.09,976.52,85.70,102.53,1,-1,-1,-1
3,31,1412.58,193.84,54.39,184.20,1,-1,-1,-1
3,32,335.51,80.98,39.34,178.60,1,-1,-1,-1
