3,1,463.40,423.20,60.74,184.26,1,-1,-1,-1
3,2,1362.14,386.32,76.64,232.15,1,-1,-1,-1
3,3,1471.71,416.09,63.05,191.12,1,-1,-1,-1
3,4,535.38,430.68,55.59,168.91,1,-1,-1,-1
3,7,1162.84,417.47,38.00,115.96,1,-1,-1,-1
3,8,1099.82,413.18,29.29,90.17,1,-1,-1,-1
4,1,452.08,425.13,59.77,181.31,1,-1,-1,-1
4,2,1364.47,389.15,71.82,217.55,1,-1,-1,-1
4,3,1462.24,418.88,57.65,174.78,1,-1,-1,-1
4,4,532.29,430.25,55.71,169.28,1,-1,-1,-1
4,7,1154.72,417.41,38.98,118.94,1,-1,-1,-1
4,8,1098.12,416.49,26.60,81.87,1,-1,-1,-1
4,9,689.01,369.12,78.96,238.74,1,-1,-1,-1
5,1,443.73,419.32,62.70,190.20,1,-1,-1,-1
5,2,1360.70,400.16,73.32,222.08,1,-1,-1,-1
5,3,1446.81,424.21,58.87,178.47,1,-1,-1,-1
5,4,520.95,440.06,52.98,160.97,1,-1,-1,-1
5,7,1149.75,418.10,39.91,121.80,1,-1,-1,-1
5,8,1089.05,418.97,27.00,83.11,1,-1,-1,-1
5,9,689.38,370.55,77.92,235.62,1,-1,-1,-1
6,1,437.42,423.38,60.65,183.97,1,-1,-1,-1
6,2,1359.50,403.71,73.78,223.48,1,-1,-1,-1
6,3,1442.32,425.78,59.26,179.65,1,-1,-1,-1
6,4,514.97,441.35,52.62,159.88,1,-1,-1,-1
6,8,1084.39,419.96,26.85,82.64,1,-1,-1,-1
6,9,648.04,400.54,74.07,223.98,1,-1,-1,-1
7,1,430.18,428.08,62.92,190.84,1,-1,-1,-1
7,2,1356.53,398.83,81.53,246.93,1,-1,-1,-1
7,3,1441.20,426.19,59.42,180.16,1,-1,-1,-1
7,9,636.85,409.89,72.26,218.50,1,-1,-1,-1
8,1,427.85,429.69,63.70,193.22,1,-1,-1,-1
8,2,1357.94,402.74,77.08,233.43,1,-1,-1,-1
8,3,1432.72,426.23,59.50,180.39,1,-1,-1,-1
8,4,509.60,438.17,58.78,178.58,1,-1,-1,-1
8,7,1136.84,424.65,39.27,119.83,1,-1,-1,-1
8,8,1077.42,427.83,25.51,78.54,1,-1,-1,-1
8,9,652.74,389.63,77.87,235.48,1,-1,-1,-1
9,1,427.29,430.23,63.99,194.07,1,-1,-1,-1
9,2,1359.70,402.12,78.69,238.30,1,-1,-1,-1
9,3,1429.94,426.16,59.54,180.52,1,-1,-1,-1
9,4,508.48,437.85,59.55,180.91,1,-1,-1,-1
9,7,1134.64,426.34,37.28,113.77,1,-1,-1,-1
9,8,1079.19,426.52,26.68,82.10,1,-1,-1,-1
9,9,642.85,387.44,78.58,237.64,1,-1,-1,-1
10,1,419.97,422.99,67.17,203.72,1,-1,-1,-1
10,2,1360.35,401.86,79.25,239.97,1,-1,-1,-1
10,3,1422.40,421.64,65.61,198.92,1,-1,-1,-1
10,4,508.11,440.84,57.15,173.60,1,-1,-1,-1
10,7,1129.41,425.84,38.49,117.45,1,-1,-1,-1
10,8,1078.82,426.24,28.37,87.29,1,-1,-1,-1
10,9,641.78,375.37,86.88,262.72,1,-1,-1,-1
10,15,1185.00,417.00,39.00,119.00,1,-1,-1,-1
11,1,421.65,432.52,62.50,189.54,1,-1,-1,-1
11,2,1360.63,401.69,79.41,240.45,1,-1,-1,-1
11,3,1422.79,427.80,59.42,180.18,1,-1,-1,-1
11,4,500.59,441.97,56.19,170.67,1,-1,-1,-1
11,7,1127.66,425.66,38.90,118.72,1,-1,-1,-1
11,8,1077.09,428.14,26.48,81.50,1,-1,-1,-1
11,9,628.94,381.65,82.22,248.63,1,-1,-1,-1
11,15,1184.89,423.74,35.11,107.15,1,-1,-1,-1
11,17,1396.60,403.01,90.70,274.22,1,-1,-1,-1
12,1,416.95,431.10,63.51,192.61,1,-1,-1,-1
12,2,1373.31,404.19,72.63,219.91,1,-1,-1,-1
12,3,1417.30,428.97,59.29,179.79,1,-1,-1,-1
12,4,497.98,442.36,55.82,169.55,1,-1,-1,-1
12,7,1128.96,428.78,34.12,104.15,1,-1,-1,-1
12,8,1074.36,429.42,26.39,81.22,1,-1,-1,-1
12,9,624.15,384.21,80.20,242.54,1,-1,-1,-1
12,15,1184.97,419.02,37.83,115.45,1,-1,-1,-1
12,17,1378.30,386.33,101.10,305.66,1,-1,-1,-1
13,1,416.71,423.26,66.94,202.98,1,-1,-1,-1
13,2,1376.24,402.38,76.97,233.05,1,-1,-1,-1
13,4,497.17,442.48,55.68,169.12,1,-1,-1,-1
13,7,1128.00,426.48,37.42,114.24,1,-1,-1,-1
13,9,622.66,395.89,79.45,240.27,1,-1,-1,-1
13,15,1184.99,417.67,38.61,117.83,1,-1,-1,-1
13,17,1371.90,382.50,103.49,312.89,1,-1,-1,-1
14,1,415.41,427.48,65.21,197.73,1,-1,-1,-1
14,2,1377.24,401.76,78.47,237.56,1,-1,-1,-1
14,4,489.50,442.50,55.63,168.94,1,-1,-1,-1
14,7,1122.39,425.77,38.49,117.48,1,-1,-1,-1
14,9,617.89,384.89,82.99,250.97,1,-1,-1,-1
14,15,1184.99,417.53,38.69,118.07,1,-1,-1,-1
15,1,406.50,429.17,64.49,195.54,1,-1,-1,-1
15,2,1377.57,401.48,79.03,239.24,1,-1,-1,-1
15,4,485.81,439.36,58.27,176.97,1,-1,-1,-1
15,7,1120.33,425.45,38.90,118.73,1,-1,-1,-1
15,9,610.14,395.71,80.55,243.60,1,-1,-1,-1
15,15,1171.96,417.07,38.95,118.87,1,-1,-1,-1
16,1,401.49,434.88,61.34,186.01,1,-1,-1,-1
16,2,1377.63,401.35,79.21,239.79,1,-1,-1,-1
16,4,478.11,441.25,56.64,171.99,1,-1,-1,-1
16,7,1115.91,425.85,35.69,108.96,1,-1,-1,-1
16,8,1064.43,425.97,27.16,83.56,1,-1,-1,-1
16,9,602.23,396.16,83.38,252.16,1,-1,-1,-1
16,15,1169.80,416.88,39.06,119.21,1,-1,-1,-1
16,17,1358.20,384.45,111.84,338.09,1,-1,-1,-1
17,1,392.90,431.84,63.05,191.19,1,-1,-1,-1
17,2,1377.61,401.28,79.26,239.92,1,-1,-1,-1
17,4,467.78,441.99,55.97,169.97,1,-1,-1,-1
17,7,1107.40,425.41,37.90,115.69,1,-1,-1,-1
17,8,1059.76,425.62,27.23,83.78,1,-1,-1,-1
17,9,594.08,399.94,80.68,243.99,1,-1,-1,-1
17,15,1162.29,416.94,39.03,119.11,1,-1,-1,-1
17,17,1356.80,384.71,112.72,340.70,1,-1,-1,-1
18,1,388.00,432.40,63.10,191.34,1,-1,-1,-1
18,2,1377.56,401.23,79.26,239.89,1,-1,-1,-1
18,4,462.60,442.31,56.03,170.16,1,-1,-1,-1
18,7,1103.44,425.74,38.05,116.16,1,-1,-1,-1
18,8,1056.91,425.97,27.26,83.86,1,-1,-1,-1
18,9,591.26,401.31,79.60,240.73,1,-1,-1,-1
18,15,1159.41,416.78,39.12,119.38,1,-1,-1,-1
18,17,1351.76,383.11,115.05,347.76,1,-1,-1,-1
19,1,379.04,430.55,63.78,193.40,1,-1,-1,-1
19,2,1374.81,397.51,82.99,251.18,1,-1,-1,-1
19,9,579.77,401.75,79.19,239.52,1,-1,-1,-1
20,1,357.21,432.16,67.06,203.32,1,-1,-1,-1
20,2,1366.14,402.54,88.33,267.31,1,-1,-1,-1
20,4,443.76,451.93,55.65,168.99,1,-1,-1,-1
20,7,1093.10,440.27,32.66,99.73,1,-1,-1,-1
20,9,559.38,392.50,86.90,262.82,1,-1,-1,-1
20,15,1135.76,427.84,41.47,126.53,1,-1,-1,-1
21,1,351.72,435.80,62.42,189.25,1,-1,-1,-1
21,2,1362.78,404.49,90.38,273.47,1,-1,-1,-1
21,4,433.05,453.43,55.59,168.81,1,-1,-1,-1
21,7,1088.89,442.02,32.23,98.41,1,-1,-1,-1
21,8,1032.28,437.69,25.63,78.85,1,-1,-1,-1
21,9,550.28,405.49,85.81,259.50,1,-1,-1,-1
21,15,1130.87,428.96,41.80,127.54,1,-1,-1,-1
22,1,344.73,436.58,62.35,189.03,1,-1,-1,-1
22,2,1349.60,405.25,91.15,275.76,1,-1,-1,-1
22,4,426.50,454.71,55.59,168.82,1,-1,-1,-1
22,8,1027.91,439.06,25.49,78.43,1,-1,-1,-1
22,9,543.97,413.66,81.56,246.68,1,-1,-1,-1
23,2,1344.47,405.52,91.40,276.49,1,-1,-1,-1
23,4,410.83,454.08,55.57,168.74,1,-1,-1,-1
23,9,534.65,408.89,87.81,265.56,1,-1,-1,-1
24,1,315.56,442.17,63.70,193.15,1,-1,-1,-1
24,2,1342.23,406.09,92.63,280.21,1,-1,-1,-1
24,4,403.30,455.15,55.57,168.74,1,-1,-1,-1
24,8,1003.87,443.34,28.69,88.25,1,-1,-1,-1
24,9,519.38,411.84,86.11,260.41,1,-1,-1,-1
24,15,1106.31,432.92,39.45,120.36,1,-1,-1,-1
24,17,1311.39,388.04,120.62,364.50,1,-1,-1,-1
25,1,293.36,443.03,63.91,193.77,1,-1,-1,-1
25,8,997.92,444.86,28.92,88.93,1,-1,-1,-1
25,9,501.57,426.40,81.62,246.84,1,-1,-1,-1
25,15,1100.51,434.09,39.47,120.42,1,-1,-1,-1
25,17,1316.22,392.76,104.91,317.00,1,-1,-1,-1
26,1,277.12,443.32,63.98,193.98,1,-1,-1,-1
26,9,484.62,429.65,83.71,253.15,1,-1,-1,-1
